,ID,name,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd.pledged,campaign_duration
31,1590797776,Omniversal: Realmer X #1,Comics,USD,2016-12-12 00:00:00,2500.0,2016-11-10 13:20:00,521.0,failed,24.0,US,0.0,31
32,654147424,"""Divine Revelations""",Fashion,USD,2013-11-10 00:00:00,10000.0,2013-09-26 23:44:00,515.0,failed,3.0,US,515.0,44
33,1482637141,Paralegals online,Publishing,USD,2015-04-07 00:00:00,5000.0,2015-02-07 02:24:00,5.0,undefined,0.0,"N,0""",432.77,58
34,513036357,Sky Bridge Saga: A Steampunk Series - Book One,Publishing,USD,2013-12-17 00:00:00,190.0,2013-12-05 21:02:00,381.0,successful,23.0,US,381.0,11
35,48213367,Fashion Leather Bag Collection by sizhfleür,Fashion,USD,2012-09-01 00:00:00,75000.0,2012-07-18 22:53:00,11.0,failed,2.0,US,11.0,44
36,285675542,Shutters On The Windows,Journalism,USD,2015-05-29 00:00:00,2500.0,2015-04-29 21:50:00,0.0,failed,0.0,US,0.0,29
37,1548361350,Clover Lantern,Design,USD,2016-07-06 00:00:00,120000.0,2016-06-06 15:01:00,4929.0,failed,52.0,US,4929.0,29
38,1701715569,R-Women,Photography,EUR,2015-12-16 00:00:00,20000.0,2015-11-17 16:16:00,221.0,failed,10.0,IT,236.98,28
39,976766617,MNSTR - A Short Film,Film & Video,USD,2016-02-01 00:00:00,13500.0,2016-01-06 18:23:00,17022.0,successful,61.0,US,17022.0,25
40,350813386,Historical Gladiator fights,Film & Video,CAD,2015-04-30 00:00:00,15000.0,2015-03-16 15:11:00,10.0,failed,1.0,CA,7.82,44
41,1897175530,TEDDY BOY - Feature Film,Film & Video,USD,2012-04-16 00:00:00,33333.0,2012-03-14 10:33:00,35633.0,successful,244.0,US,35633.0,32
42,1212115674,"Help bring ""One Nation Under God"" to Broadway",Theater,USD,2012-10-11 00:00:00,11000.0,2012-08-27 20:26:00,125.0,failed,2.0,US,125.0,44
43,1746510020,Dump on You,Technology,USD,2015-04-26 00:00:00,500.0,2015-03-27 21:08:00,0.0,failed,0.0,US,0.0,29
44,1934367482,"On And After -Boston's Epic Crime Boss ""Whitey"" Feature Film",Film & Video,USD,2011-10-06 00:00:00,25000.0,2011-08-22 21:34:00,25.0,failed,1.0,US,25.0,44
45,255099073,Dunkirk: France 1940,Games,USD,2017-08-08 00:00:00,5000.0,2017-07-18 00:07:00,15181.0,successful,193.0,US,9457.0,20
46,337352672,Mitzi's National Duolian EP,Music,USD,2013-07-20 00:00:00,475.0,2013-07-03 17:44:00,805.0,successful,20.0,US,805.0,16
47,1700403759,CardBORED Case - 100% recycled and biodegradable iPhone case,Design,USD,2015-01-18 00:00:00,3000.0,2014-12-11 22:01:00,615.0,failed,18.0,US,615.0,37
48,352966921,SCHIZ - New Writing at Edinburgh Fringe,Theater,GBP,2017-07-30 00:00:00,1000.0,2017-06-01 17:34:00,1000.0,successful,8.0,GB,0.0,58
49,1104430801,"If you need to laugh, you need to U.R.G.E.!",Games,USD,2014-04-24 00:00:00,17648.0,2014-03-18 00:59:00,534.0,failed,21.0,US,534.0,36
50,193573642,Let's restore two 19th century canons on a undercarriage,Art,EUR,2016-10-30 00:00:00,4750.0,2016-09-30 14:08:00,8.0,failed,4.0,NL,0.0,29
51,1406111283,Marc Jules -Teen Magazine spotlighting today's young adults,Publishing,USD,2017-11-29 00:00:00,20000.0,2017-10-23 16:00:00,445.0,failed,11.0,US,350.0,36
52,1130785929,Capture a moment with a Sculpture,Crafts,USD,2017-10-07 00:00:00,750.0,2017-09-07 16:12:00,0.0,canceled,0.0,US,0.0,29
53,680158252,Obtainn - Making It Easier For You to Learn,Technology,CAD,2014-08-17 00:00:00,30000.0,2014-07-18 20:09:00,5673.0,failed,19.0,CA,5281.23,29
54,285493865,???Mafia The Party Game Card Set,Games,USD,2013-11-22 00:00:00,600.0,2013-10-22 03:46:00,1542.0,successful,80.0,US,1542.0,30
55,1346903229,The KeepScore Baseball Scorebook,Publishing,USD,2012-06-23 00:00:00,17500.0,2012-05-24 23:36:00,531.0,failed,9.0,US,531.0,29
56,607994480,"handheld 12v power spreader quiet, smooth,effortless",Technology,USD,2015-08-06 00:00:00,12000.0,2015-07-07 17:21:00,0.0,failed,0.0,US,0.0,29
57,772125195,Dreams Can Come True with Construct Foods,Food,USD,2015-09-04 00:00:00,20000.0,2015-07-21 20:30:00,0.0,failed,0.0,US,0.0,44
58,834728059,Designer Nary Manivong launches fashion collection!,Fashion,USD,2013-03-08 00:00:00,25000.0,2013-01-31 05:46:00,5435.0,failed,61.0,US,5435.0,35
59,1725740315,"Salto - Captures your every move. VR, AR, film, VFX, gaming",Technology,USD,2015-10-22 00:00:00,100000.0,2015-09-22 13:59:00,118534.0,successful,223.0,US,118534.0,29
60,1202314080,Help Leslie Rock & Release,Music,USD,2011-02-23 00:00:00,7500.0,2011-01-18 03:15:00,8465.0,successful,121.0,US,8465.0,35
61,1699577995,Help Infinity Project record their debut EP!,Music,USD,2011-11-04 00:00:00,4000.0,2011-09-05 17:08:00,4125.0,successful,36.0,US,4125.0,59
62,197968420,"""Playborg Photographer"" - An Eternal Short Story",Publishing,USD,2010-03-04 00:00:00,450.0,2010-01-11 16:11:00,116.0,failed,14.0,US,116.0,51
63,432586827,HELP DREAMING DEAD PRESS THEIR NEW ALBUM!,Music,USD,2012-04-21 00:00:00,5000.0,2012-03-28 20:10:00,5651.66,successful,103.0,US,5651.66,23
64,26688088,No Man's Land,Publishing,GBP,2015-09-12 00:00:00,7500.0,2015-08-13 13:15:00,0.0,failed,0.0,GB,0.0,29
65,1060903339,ETHEL's Documerica — Make It Happen!,Music,USD,2012-11-23 00:00:00,10000.0,2012-10-24 15:53:00,12216.0,successful,110.0,US,12216.0,29
66,5442098,Jodi Marie's First Official Music Video,Music,USD,2013-05-22 00:00:00,1555.0,2013-04-25 04:06:00,1585.0,successful,48.0,US,1585.0,26
67,2038170312,SOLAR SACK Backpack... Solar power on the move!,Design,USD,2016-10-15 00:00:00,3500.0,2016-09-06 13:23:00,5140.0,successful,75.0,US,366.0,38
68,1937654815,Super Mario 64 Inspired Video Game For IOS And Android.,Games,CAD,2017-06-09 00:00:00,25000.0,2017-04-10 03:55:00,45.0,canceled,3.0,CA,33.56,59
69,1269509050,Help Inspire the Escape with the Conscious Foundation,Theater,GBP,2014-12-14 00:00:00,3100.0,2014-11-08 00:51:00,89.0,canceled,6.0,GB,142.05,35
70,2093508384,Artillery Artist book/Gallery show,Art,USD,2011-04-21 00:00:00,1200.0,2011-02-19 20:04:00,2251.0,successful,44.0,US,2251.0,60
71,1368357463,StryteEdge-Workshop: Custom Wooden Swords and Designs.,Crafts,USD,2013-03-05 00:00:00,2000.0,2013-01-04 03:27:00,945.0,failed,28.0,US,945.0,59
72,371989547,MixmeN Hyperworld (Take 2),Comics,USD,2014-12-03 00:00:00,3900.0,2014-10-29 00:22:00,266.0,failed,13.0,US,266.0,34
73,1843997489,War Pigs -  WWII Action and Adventure,Film & Video,USD,2015-03-02 00:00:00,6000.0,2015-02-09 00:54:00,9904.0,successful,71.0,US,9904.0,20
74,2126925126,Pampered People and Pooches Cafe,Food,USD,2015-03-26 00:00:00,85000.0,2015-02-24 01:00:00,37.0,failed,3.0,US,37.0,29
75,532536573,The Tier,Publishing,CAD,2015-07-22 00:00:00,7000.0,2015-06-22 03:23:00,1410.0,failed,18.0,CA,1149.83,29
76,10024998,Casper & The Bad Spirits LP Funding,Music,USD,2014-12-16 00:00:00,5000.0,2014-11-13 04:16:00,5189.0,successful,59.0,US,5189.0,32
77,200415874,Let Charlie Oxford's VOICE Be Heard!!,Music,USD,2011-09-03 00:00:00,10000.0,2011-07-25 18:33:00,10610.67,successful,88.0,US,10610.67,39
78,1932417354,Rendezvous,Technology,USD,2016-10-25 00:00:00,195000.0,2016-08-27 00:51:00,1.0,failed,1.0,US,0.0,58
79,344728269,Bridge to the beautiful,Music,USD,2012-12-02 00:00:00,5000.0,2012-10-03 03:11:00,76.0,failed,6.0,US,76.0,59
80,24399294,Tuning My Way: online automotive series on how to tune cars!,Film & Video,USD,2015-02-16 00:00:00,100000.0,2015-01-05 22:11:00,107.0,failed,6.0,US,107.0,41
81,2137657893,WEB-SERIES PILOTS: FRIDAY NIGHT LOITERING,Film & Video,USD,2014-05-12 00:00:00,8000.0,2014-04-12 06:46:00,0.0,failed,0.0,US,0.0,29
82,654211359,Warlocks Spellbook: Beautifully Crafted-RPG Metal Dice Box,Games,USD,2016-06-25 00:00:00,2000.0,2016-05-26 03:49:00,5234.0,successful,122.0,US,5234.0,29
83,1797959102,OaSense: Shower Sensibly,Technology,USD,2016-05-15 00:00:00,75000.0,2016-04-15 18:55:00,33873.0,failed,118.0,US,33873.0,29
84,1388986850,"Help Nadia Get A Publicist For Her New Record "" The Circus Is Back In Town"" (Canceled)",Music,USD,2010-05-04 00:00:00,10.0,2010-03-14 18:27:00,0.0,canceled,0.0,US,0.0,50
85,793563304,Code&Quill - The Monolith Notebook,Design,USD,2016-06-23 00:00:00,20500.0,2016-05-23 19:27:00,21624.0,successful,397.0,US,21624.0,30
86,750146637,Save Indie Game Site: GameTunnel.com,Games,USD,2011-04-22 00:00:00,3500.0,2011-03-02 22:12:00,3609.0,successful,34.0,US,3609.0,50
87,619537999,USDA Kitchen and Butcher Shop for Local Farm Hub,Food,USD,2017-01-17 00:00:00,89000.0,2016-12-18 01:41:00,11470.0,failed,50.0,US,2400.0,29
88,1329878655,Honey Bee Conservation,Food,USD,2014-07-01 00:00:00,1200.0,2014-06-01 17:04:00,547.0,failed,14.0,US,547.0,29
89,1194274682,THE PRESIDENT CLOCK,Design,USD,2017-01-06 00:00:00,40000.0,2016-12-07 18:09:00,2260.0,canceled,20.0,US,1935.0,29
90,840388638,One Step Beyond Reason,Music,USD,2011-12-31 00:00:00,1100.0,2011-11-16 21:55:00,80.0,failed,2.0,US,80.0,44
91,682752189,Help fund Harbour's debut record!,Music,USD,2015-05-13 00:00:00,6000.0,2015-04-13 22:49:00,6146.0,undefined,0.0,"N,0""",432.77,29
92,1738458263,Dear Dinosaur - webcomic collection - Volume 1,Comics,USD,2012-05-12 00:00:00,850.0,2012-03-30 00:29:00,1200.0,successful,49.0,US,1200.0,42
93,1526631256,Dúo del Sol's first EP,Music,USD,2011-12-10 00:00:00,2500.0,2011-10-26 05:19:00,3795.0,successful,41.0,US,3795.0,44
94,40559153,All Things Cryptocurrency,Publishing,GBP,2017-11-09 00:00:00,200000.0,2017-10-10 07:47:00,51.0,failed,2.0,GB,0.0,29
95,1730900306,A Fistful of Dinero,Games,USD,2014-07-23 00:00:00,10000.0,2014-06-23 21:09:00,10009.18,successful,224.0,US,10009.18,29
96,996134255,96 HEARTBEATS - 96 HEARTFELT PORTRAITS - 96 DAYS,Art,USD,2013-05-17 00:00:00,3000.0,2013-04-26 23:23:00,3511.55,successful,35.0,US,3511.55,20
97,1626253,"A Little This, A Little That",Music,USD,2014-04-22 00:00:00,10000.0,2014-03-18 19:03:00,765.0,failed,16.0,US,765.0,34
98,1988058717,KINGDOM OF THE UNRATED,Fashion,USD,2014-08-11 00:00:00,5000.0,2014-07-12 00:01:00,0.0,failed,0.0,US,0.0,29
99,2105672031,Tailgator™ - The Fast-Play Golf Towel,Design,CAD,2016-05-01 00:00:00,4500.0,2016-04-11 21:18:00,56.0,failed,9.0,CA,43.12,19
100,1378550900,Psychopathy - And Why You Need To Know (Canceled),Film & Video,USD,2012-03-01 00:00:00,60000.0,2012-01-07 03:53:00,6599.0,canceled,79.0,US,6599.0,53
101,1588722966,Unique Handcrafted Exotic Wooden Pens & Keychains,Design,USD,2014-07-09 00:00:00,800.0,2014-06-19 21:04:00,890.0,successful,19.0,US,890.0,19
102,56267668,summer rental website-real estate,Technology,USD,2017-05-18 00:00:00,50000.0,2017-04-08 20:20:00,1.0,failed,1.0,US,25.0,39
103,543223927,Under The Covers Mix-tape by EveryThing Fresh,Music,USD,2012-03-31 00:00:00,800.0,2012-03-06 20:12:00,0.0,failed,0.0,US,0.0,24
104,709844181,"""The Fantasy"" A Short Film by Bob Diven",Film & Video,USD,2014-07-10 00:00:00,750.0,2014-06-25 20:14:00,1100.0,successful,22.0,US,1100.0,14
105,1523069222,Nelson and the Magic Cauldron - a classic adventure game,Games,EUR,2016-06-10 00:00:00,39000.0,2016-05-11 22:19:00,382.0,canceled,12.0,DE,434.67,29
106,984146876,Britecase 8-In-1 IPhone 4/4S & 5 Case + APP Customization,Design,USD,2012-08-31 00:00:00,25000.0,2012-07-23 19:02:00,8370.0,failed,54.0,US,8370.0,38
107,2055685053,X-Out Book Series,Publishing,CAD,2015-12-01 00:00:00,3830.0,2015-10-31 00:39:00,101.0,failed,3.0,CA,76.46,30
108,86852576,Who wants The Supper Club to come to the South West?,Food,AUD,2016-10-20 00:00:00,1800.0,2016-09-29 04:50:00,75.0,failed,1.0,AU,57.4,20
109,219627878,Scotland Needs Some Serious Dix!,Art,USD,2010-08-07 00:00:00,2500.0,2010-06-08 06:08:00,2630.0,successful,48.0,US,2630.0,59
110,1428350583,New Creation NYC,Food,USD,2012-12-13 00:00:00,50000.0,2012-11-22 09:49:00,15000.0,failed,219.0,US,15000.0,20
111,1135624376,"Bamboo Bites - Sticky Rice, Snacks and Streetfoods!",Food,USD,2015-10-23 00:00:00,5000.0,2015-09-22 03:45:00,42.0,failed,1.0,US,42.0,30
112,261641139,Facing Hell : DC,Photography,USD,2014-04-06 00:00:00,15000.0,2014-03-07 23:24:00,2843.62,failed,32.0,US,2843.62,29
113,1203375045,GSD (Canceled),Publishing,GBP,2015-04-11 00:00:00,1000.0,2015-03-12 17:42:00,0.0,canceled,0.0,GB,0.0,29
114,355674685,The Platform For Independent Artists (Internet Based Radio),Publishing,USD,2014-02-12 00:00:00,15000.0,2014-01-13 15:41:00,0.0,failed,0.0,US,0.0,29
115,1933295967,Black Mantis,Film & Video,USD,2015-08-25 00:00:00,3500.0,2015-07-26 01:45:00,695.0,failed,9.0,US,695.0,29
116,1947493159,Big Hands Little City - Crime Series Pilot Episode,Film & Video,USD,2013-07-19 00:00:00,4950.0,2013-06-21 03:46:00,330.0,failed,5.0,US,330.0,27
117,712193095,"Is It Me? - hits the stage February 8 -10, 2013",Theater,USD,2013-01-13 00:00:00,5000.0,2012-12-14 15:43:00,20.0,failed,1.0,US,20.0,29
118,1130627318,Smoothies (Canceled),Food,USD,2015-04-15 00:00:00,10.0,2015-03-16 22:07:00,55.0,canceled,2.0,US,55.0,29
119,2121220432,Kilebu Congo,Music,USD,2014-05-22 00:00:00,2000.0,2014-04-22 06:04:00,105.0,failed,2.0,US,105.0,29
120,1018037658,Scuttle: Handmade Cuteness,Design,USD,2010-07-28 00:00:00,2500.0,2010-06-17 03:25:00,130.0,failed,5.0,US,130.0,40
121,641559264,Artful Dice Towers & Accurate Laser Line of Sight for Games!,Technology,CAD,2016-09-05 00:00:00,10000.0,2016-08-06 21:27:00,891.0,canceled,14.0,CA,135.84,29
122,496834174,Echo Recon War (Canceled),Film & Video,USD,2012-08-22 00:00:00,2000.0,2012-06-23 08:46:00,50.0,canceled,2.0,US,50.0,59
123,700711982,Treasured Memories Journals,Publishing,GBP,2015-09-03 00:00:00,350.0,2015-08-04 18:35:00,49.0,failed,3.0,GB,76.54,29
124,341602077,Custom Romances,Publishing,USD,2014-08-31 00:00:00,500.0,2014-07-02 00:31:00,548.0,successful,10.0,US,548.0,59
125,820916439,White (on the inside) Christmas,Film & Video,USD,2010-10-23 00:00:00,2000.0,2010-09-20 08:54:00,2056.0,successful,23.0,US,2056.0,32
126,619653818,Big D's Steaks (Canceled),Food,USD,2014-08-26 00:00:00,5000.0,2014-08-05 17:42:00,50.0,canceled,1.0,US,50.0,20
127,1965276055,SpringFest2k15,Art,USD,2015-04-05 00:00:00,2500.0,2015-02-04 02:18:00,176.0,failed,7.0,US,176.0,59
128,1122553522,Watchers of Worlds,Publishing,USD,2012-10-10 00:00:00,5000.0,2012-09-25 18:31:00,70.0,failed,3.0,US,70.0,14
129,1317690439,Special Diet Freeze Dried Food Packs,Food,USD,2016-02-26 00:00:00,6000.0,2016-01-27 04:10:00,61.0,failed,2.0,US,61.0,29
130,195887550,Tuff Like You,Publishing,USD,2011-12-10 00:00:00,8000.0,2011-10-11 18:40:00,1665.0,failed,48.0,US,1665.0,59
131,1252195287,My Life As Isabella,Film & Video,EUR,2016-10-28 00:00:00,500.0,2016-10-05 23:01:00,1.0,failed,1.0,NL,0.0,22
132,1180342997,Jack Spicer's Billy The Kid,Theater,USD,2014-07-25 00:00:00,3500.0,2014-06-22 20:28:00,4013.0,successful,75.0,US,4013.0,32
133,2068368271,Tiny Town - Bridging the gap,Design,USD,2015-03-15 00:00:00,400000.0,2015-01-29 21:16:00,413.0,failed,10.0,US,413.0,44
134,1956782508,T2029: Terminator 2 Board Game,Games,AUD,2017-10-25 00:00:00,50000.0,2017-09-25 13:00:00,31296.0,canceled,434.0,AU,9881.29,29
135,508382866,T-shirts For Lovers of Beef,Fashion,GBP,2013-04-04 00:00:00,2750.0,2013-03-05 00:09:00,14.0,failed,1.0,GB,21.05,29
136,1940068687,Song Dogs Recapture the Wild Country!,Music,USD,2012-06-09 00:00:00,5500.0,2012-05-03 15:17:00,6005.55,successful,88.0,US,6005.55,36
137,966720173,100% Natuurlijk Genieten,Crafts,EUR,2014-12-12 00:00:00,12000.0,2014-11-12 12:28:00,1360.0,failed,7.0,NL,1691.02,29
138,1088610386,A Shadow Named Envy,Film & Video,GBP,2017-03-08 00:00:00,2000.0,2017-01-07 22:43:00,0.0,canceled,0.0,GB,0.0,59
139,893025074,"CAKE Comedy Tour NASHVILLE, TN!",Music,USD,2017-03-20 00:00:00,1000.0,2017-03-11 01:49:00,1101.0,successful,15.0,US,61.0,8
140,507875858,"Being Grateful, Being Attentive, Being Human",Publishing,USD,2016-03-26 00:00:00,7810.0,2016-02-10 02:07:00,1551.0,failed,9.0,US,1551.0,44
141,777116216,Central Park Walking,Film & Video,USD,2013-03-27 00:00:00,10000.0,2013-02-25 16:38:00,0.0,failed,0.0,US,0.0,29
142,1094670962,SERENO Mat,Design,USD,2014-01-04 00:00:00,7000.0,2013-12-05 21:26:00,22.0,failed,3.0,US,22.0,29
143,1867286783,Kingdoms: Fitness Adventure Cards Game,Games,USD,2015-12-13 00:00:00,100.0,2015-12-08 08:05:00,665.0,successful,25.0,US,665.0,4
144,424878520,Drag Dad,Film & Video,USD,2012-07-28 00:00:00,16000.0,2012-07-03 02:30:00,20641.71,successful,633.0,US,20641.71,24
145,699805447,off road photographer,Photography,USD,2015-04-17 00:00:00,4000.0,2015-03-18 22:45:00,0.0,failed,0.0,US,0.0,29
146,2127488633,The Sleepy-Time Alphabet Dream Book; Share the Dream!,Publishing,USD,2013-07-21 00:00:00,4500.0,2013-06-25 03:13:00,497.0,failed,22.0,US,497.0,25
147,1617859970,Leave 'em Laughing - The Stand Up Comedy Videogame,Games,AUD,2014-11-09 00:00:00,3500.0,2014-10-10 14:19:00,260.0,failed,14.0,AU,230.15,29
148,52205960,Be The Robot (BERO)-Bluetooth Controlled Open Source Robot,Technology,USD,2012-09-30 00:00:00,38900.0,2012-08-28 16:48:00,46671.01,successful,334.0,US,46671.01,32
149,2063909995,Firmen aufbau von SprottenGames,Publishing,EUR,2016-07-28 00:00:00,2500.0,2016-06-02 21:57:00,0.0,failed,0.0,DE,0.0,55
150,2104306951,"Peter Squires' New 7"" Record - Recorded by Steve Albini!",Music,USD,2016-02-01 00:00:00,500.0,2016-01-05 20:40:00,807.0,successful,31.0,US,807.0,26
151,1232090542,Cooking Classes at Kindred Creative Kitchen,Food,USD,2017-11-12 00:00:00,10000.0,2017-10-13 00:47:00,687.0,failed,4.0,US,22.0,29
152,1150447154,Go Live Polo Presents - Girls CIF Div. I & II Semi Finals,Film & Video,USD,2014-02-25 00:00:00,5000.0,2014-02-12 21:53:00,2526.0,canceled,24.0,US,2526.0,12
153,1907074083,SING ZIMBABWE: a book and cd of traditional choral singing from Zimbabwe,Music,USD,2010-11-22 00:00:00,3000.0,2010-10-18 19:48:00,3477.0,successful,62.0,US,3477.0,34
154,562771634,Send 'Suniland Inn' to film festivals,Film & Video,USD,2017-02-10 00:00:00,1000.0,2017-01-11 23:27:00,0.0,failed,0.0,US,0.0,29
155,1167258331,"YOU release the new Chris Cox Rox CD ""Muddfarm""",Music,USD,2012-01-23 00:00:00,2500.0,2011-11-24 00:52:00,975.0,failed,29.0,US,975.0,59
156,637358597,Castlecomb,Games,USD,2017-05-01 00:00:00,10000.0,2017-04-01 11:42:00,685.0,failed,12.0,US,475.0,29
157,894701043,Strongbox,Technology,CAD,2017-09-26 00:00:00,80000.0,2017-07-28 02:15:00,216.0,failed,5.0,CA,0.0,59
158,146899874,Stonehouse Pepper Co. -  Habanero Sauce,Food,USD,2014-11-06 00:00:00,2000.0,2014-10-07 00:15:00,262.0,failed,12.0,US,262.0,29
159,1300957996,Stroll,Dance,USD,2010-07-12 00:00:00,2000.0,2010-05-11 04:54:00,2265.0,successful,55.0,US,2265.0,61
160,1059742302,"Blacula: Young. Black, and Undead",Theater,USD,2012-10-15 00:00:00,2000.0,2012-08-16 21:44:00,2110.0,successful,61.0,US,2110.0,59
161,259718987,Get Amy her ultimate coat (Suspended),Fashion,USD,2015-01-19 00:00:00,150.0,2015-01-16 02:42:00,227.0,suspended,15.0,US,227.0,2
162,293276633,Donate to my vlogs!,Film & Video,CAD,2017-10-11 00:00:00,2500.0,2017-09-11 22:54:00,0.0,failed,0.0,CA,0.0,29
163,700096846,Cris Gordon | Luxury Apparel,Fashion,CAD,2016-05-16 00:00:00,7500.0,2016-03-17 01:01:00,3.0,failed,3.0,CA,2.26,59
164,985958504,First Annual West Valley Island Cultural Festival,Music,USD,2013-09-24 00:00:00,1500.0,2013-07-26 19:45:00,0.0,failed,0.0,US,0.0,59
165,1182880297,Furtherance the Board Game,Games,USD,2016-05-05 00:00:00,15000.0,2016-04-04 02:00:00,2480.0,failed,74.0,US,2480.0,30
166,28385108,"""Daddy"" at The Hollywood Fringe!!!!",Theater,USD,2013-05-27 00:00:00,1500.0,2013-04-27 04:59:00,2120.0,successful,23.0,US,2120.0,29
167,2069374756,The Ballad of Genesis and Lady Jaye (Canceled),Film & Video,USD,2010-05-26 00:00:00,3000.0,2010-02-26 00:11:00,0.0,canceled,0.0,US,0.0,88
168,1314337056,The Fall of Max Atom,Comics,USD,2013-12-04 00:00:00,4500.0,2013-11-01 14:17:00,936.0,failed,42.0,US,936.0,32
